claim_id,claim_title,perspective,p_title,paraphrase_perspective,para_title,vote_yes,vote_no
594,Human activity is primarily responsible for global climate change,4981,"Glaciers have been growing and receding for thousands of years due to natural causes, not human activity. ",25390,"It is natural for glaciers to grow and recede, which does not necessarily have to do with human activities.  ",1,0
594,Human activity is primarily responsible for global climate change,4981,"Glaciers have been growing and receding for thousands of years due to natural causes, not human activity. ",25391,Glaciers grow and recede by nature. Humans aren't responsible for it.,1,0
594,Human activity is primarily responsible for global climate change,4983,"Increased hurricane activity and other extreme weather events are a result of natural weather patterns, not human-caused climate change. ",25392,"Extreme weathers events are caused by nature, not human activity.",1,0
594,Human activity is primarily responsible for global climate change,4983,"Increased hurricane activity and other extreme weather events are a result of natural weather patterns, not human-caused climate change. ",25393,Human activities aren't the cause of  extreme weather; the nature is.,0,1
595,Cell phone radiation is safe,4985,Radiofrequency radiation from cell phones is non-ionizing and is not powerful enough to cause cancer.,25394,Cell phone radiation can't cause cancer.,1,0
595,Cell phone radiation is safe,4985,Radiofrequency radiation from cell phones is non-ionizing and is not powerful enough to cause cancer.,25395,Cell phone radiation is weak and it's not enough to cause cancer.,1,0
9,There must be a child curfews,69,A curfew is practical.,20909,A curfew is a good solution.,1,0
9,There must be a child curfews,69,A curfew is practical.,20910,A curfew would be feasible to implement.,1,0
9,There must be a child curfews,71,It is best for children to be at home in the evening.,20912,It is optimum for a child to be safely at home in the evening.,1,0
9,There must be a child curfews,71,It is best for children to be at home in the evening.,20911,It is beneficial for children to be in their home after dark.,0,1
9,There must be a child curfews,74,Curfews are counter-productive.,20914,Curfews might cause just as much harm as good.,1,0
9,There must be a child curfews,74,Curfews are counter-productive.,20913,Curfews are not a logical solution.,0,1
10,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,76,The unauthorised downloading of copyrighted material should be addressed and prevented by the state,20915,Illegal downloading should be regulated by the state.,1,0
10,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,76,The unauthorised downloading of copyrighted material should be addressed and prevented by the state,20916,Illegal downloading of copyrighted material is a state matter that should be addressed.,1,0
10,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,77,A graduated response will be an effective deterrent,20917,A graduated response is the best solution to curbing this problem.,1,0
10,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,77,A graduated response will be an effective deterrent,20918,The most logical solution to this issue would be a graduated response.,1,0
10,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,78,A graduated response is the fairest way to enforce copyright legislation,20920,Enforcing copyright legislation must be done in a fair manor.,1,0
10,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,78,A graduated response is the fairest way to enforce copyright legislation,20919,A leveled response should be the norm for enforcing copyrights.,0,1
10,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,79,The graduate response policy constitutes an invasion of privacy by the state,20921,Government intrusion via the graduate response policy violates privacy.,1,0
10,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,79,The graduate response policy constitutes an invasion of privacy by the state,20922,Citizens loose privacy with the graduate response policy.,1,0
10,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,80,ISP will not cooperate with a graduated response policy,20923,Cooperation will not occur between the ISP and this policy.,1,0
10,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,80,ISP will not cooperate with a graduated response policy,20924,The graduate response policy will not have the support of the ISP.,1,0
75,Affirmative action is necessary,559,Affirmative action removes the cyclical disadvantages of discrimination,21400,Discrimination can be helped by affirmative action.,2,0
75,Affirmative action is necessary,559,Affirmative action removes the cyclical disadvantages of discrimination,21401,The cycle of racial discrimination can be broken through affirmative action programs.,2,0
75,Affirmative action is necessary,560,Affirmative action reduces social prejudice,21402,Affirmative action is needed to combat racial and gender prejudice.,2,0
75,Affirmative action is necessary,560,Affirmative action reduces social prejudice,21403,We can help decrease social prejudice with affirmative action programs.,2,0
78,That Zero Tolerance Policing is a Good Tactic for Fighting Crime,576,Zero tolerance policing provides a powerful deterrent to criminals.,21404,Criminals are better deterred from crimes when there is zero tolerance for crime.,1,0
78,That Zero Tolerance Policing is a Good Tactic for Fighting Crime,576,Zero tolerance policing provides a powerful deterrent to criminals.,21405,Harsher punishments result in less crimes,1,0
78,That Zero Tolerance Policing is a Good Tactic for Fighting Crime,577,Zero tolerance also allows for a sound rehabilitative role,21406,Rehabilitation flourishes with zero tolerance,2,0
78,That Zero Tolerance Policing is a Good Tactic for Fighting Crime,577,Zero tolerance also allows for a sound rehabilitative role,21407,Less tolerance improves the effects of rehabilitation,1,1
78,That Zero Tolerance Policing is a Good Tactic for Fighting Crime,578,Zero tolerance improves the standard of policing,21408,Policing does better when there is no tolerance,2,0
78,That Zero Tolerance Policing is a Good Tactic for Fighting Crime,578,Zero tolerance improves the standard of policing,21409,Policing has negative correlation with tolerance,1,1
78,That Zero Tolerance Policing is a Good Tactic for Fighting Crime,580,Zero tolerance policing is enormously expensive,21410,Tolerance has a negative correlation with costs,1,0
78,That Zero Tolerance Policing is a Good Tactic for Fighting Crime,580,Zero tolerance policing is enormously expensive,21411,It can be more difficult to afford a lesser tolerance policing setup,1,0
79,South Ossetia should be independent,582,South Ossetia has a right to self-determination,21412,"South Ossetia can determine itself, if it should be independent",2,0
79,South Ossetia should be independent,582,South Ossetia has a right to self-determination,21413,Other parties don't have a say in South Ossetia's right to self-determination,0,2
79,South Ossetia should be independent,584,South Ossetian independence will help prevent future conflict,21414,Future conflict can be prevented through South Ossetian independence.,2,0
79,South Ossetia should be independent,584,South Ossetian independence will help prevent future conflict,21415,South Ossetian independence will enable future peace.,2,0
192,governments should choose open source software in order to encourage its use,1428,Open source software undermines national security.,22225,The national security is undermined by open source software.,1,0
192,governments should choose open source software in order to encourage its use,1428,Open source software undermines national security.,22226,Open source software will cripple national security.,0,1
193,The Internet must be censored,1430,Governments have a moral duty to protect its citizens from harmful sites.,22227,The internet must be censored to protect society,1,0
193,The Internet must be censored,1430,Governments have a moral duty to protect its citizens from harmful sites.,22228,Internet Nazis must be censored!,1,0
193,The Internet must be censored,1432,Even sites that appeared innocent have had a devastating effect on society.,22229,It is difficult to ascertain at a glance which websites are harmful.,1,0
193,The Internet must be censored,1432,Even sites that appeared innocent have had a devastating effect on society.,22230,Harmful websites masquerade as innocent ones.,0,1
193,The Internet must be censored,1433,"As an extensive form of media, the Internet should be subject to regulation just as other forms of media are.",22231,Other forms of media are regulated and the internet is no different.,1,0
193,The Internet must be censored,1433,"As an extensive form of media, the Internet should be subject to regulation just as other forms of media are.",22232,We must apply the same standards to internet regulation that we apply to all media.,1,0
193,The Internet must be censored,1434,Censorship is fundamentally incompatible with the notion of free speech.,22233,Internet Content must not be Censored because we are a country of free speech!,1,0
193,The Internet must be censored,1434,Censorship is fundamentally incompatible with the notion of free speech.,22234,Internet censorship a violation of freedom of speech,1,0
193,The Internet must be censored,1435,The Internet is a free domain and cannot becontrolled by the government.,22235,The government has no control over free domain and therefore cannot censor the internet.,1,0
193,The Internet must be censored,1435,The Internet is a free domain and cannot becontrolled by the government.,22236,The internet is out of the domain of government control.,0,1
554,Any society must have a national minimum wage,4074,The minimum wage aids in the propagation of social justice and the fair treatment of workers,24434,Minimum wage is an effective component of social justice and the fair treatment of workers.,1,0
554,Any society must have a national minimum wage,4074,The minimum wage aids in the propagation of social justice and the fair treatment of workers,24435,Minimum wage helps continue social justice and fair treatment for workers.,1,0
554,Any society must have a national minimum wage,4075,The minimum wage provides a baseline minimum allowing people to embark freely in the pursuit of happiness,24437,Minimum wage is an effective baseline for free pursuit of happiness.,1,0
554,Any society must have a national minimum wage,4075,The minimum wage provides a baseline minimum allowing people to embark freely in the pursuit of happiness,24436,Minimum wage enables people to pursue happiness.,0,1
554,Any society must have a national minimum wage,4076,Higher wages boost economic growth,24439,Economic growth is boosted by higher wages,1,0
554,Any society must have a national minimum wage,4076,Higher wages boost economic growth,24438,A Higher Minimum Wage Equals Less Economic Freedom,0,1
554,Any society must have a national minimum wage,4078,The minimum wage restricts an individual’s fundamental right to work,24442,Minimum wage should not deter a person from working.,1,0
554,Any society must have a national minimum wage,4078,The minimum wage restricts an individual’s fundamental right to work,24443,The right to work for an individual should not rely on lowering the minimum wage.,1,0
554,Any society must have a national minimum wage,4080,The minimum wage is little more than a political tool that ultimately harms the overall economy by raising the unemployment rate and driving businesses elsewhere,24444,Raising the minimum wage should not harm small businesses.,1,0
554,Any society must have a national minimum wage,4080,The minimum wage is little more than a political tool that ultimately harms the overall economy by raising the unemployment rate and driving businesses elsewhere,24445,Politicians use the minimum wage as a bargaining tool.,1,0
555,Pass the American Jobs Act,4082,The American Jobs Act Will Help the Long Term Unemployed,24447,"The American Job Acts came in handy for the people that are unemployed for a long time,",1,0
555,Pass the American Jobs Act,4082,The American Jobs Act Will Help the Long Term Unemployed,24446,The long term unemployed workers have a friend in the American Jobs Act.,0,1
288,Federal States are better than unitary nations,2129,Federal states are better able to protect their citizens.,22879,Citizens are better protected in federal states.,1,0
288,Federal States are better than unitary nations,2129,Federal states are better able to protect their citizens.,22880,Citizens have more opportunities in federal states.,0,1
288,Federal States are better than unitary nations,2131,Being a federal state helps large states deal with divergent economic performance,22882,Federal United States are better off economically.,1,0
288,Federal States are better than unitary nations,2131,Being a federal state helps large states deal with divergent economic performance,22881,"Performing economically well, are the federal states.",0,1
288,Federal States are better than unitary nations,2135,Federal States often have persistent losers.,22885,Losers abound in federal states.,1,0
288,Federal States are better than unitary nations,2135,Federal States often have persistent losers.,22886,Federal states are know to be below unitary nations.,0,1
289,Create a UN standing army,2137,A UN standing army would be ideally suited to respond to contemporary crises.,22890,The UN Army will serve a variety of new roles.,1,0
289,Create a UN standing army,2137,A UN standing army would be ideally suited to respond to contemporary crises.,22889,The UN army can respond to global affairs.,0,1
569,The D.A.R.E. program is good for America's kids (K-12),4325,"The number of schools partnering with D.A.R.E. has steadily declined and revenues have fallen year after year, proving that teachers and administrators do not believe it works. ",24731,the D.A.R.E program has been going threw a steady decline.,1,0
569,The D.A.R.E. program is good for America's kids (K-12),4325,"The number of schools partnering with D.A.R.E. has steadily declined and revenues have fallen year after year, proving that teachers and administrators do not believe it works. ",24732,"due to administrators not being on board with the D.A.R.E program and the school partners departing, revanue has decreased.",1,0
570,It is appropriate to build a muslim community center (aka the ''Ground Zero Mosque'') near the World Trade Center site,4341,"There should be no mosques near Ground Zero until there are churches or synagogues in Saudi Arabia, or until Christians or Jews are allowed to enter Mecca.",24733,Building a mosque near ground zero would contradict decisions made my muslims regarding other faiths.,1,0
570,It is appropriate to build a muslim community center (aka the ''Ground Zero Mosque'') near the World Trade Center site,4341,"There should be no mosques near Ground Zero until there are churches or synagogues in Saudi Arabia, or until Christians or Jews are allowed to enter Mecca.",24734,until Muslims life their negative opinion of other religions there should be no mosque near ground zero,1,0
570,It is appropriate to build a muslim community center (aka the ''Ground Zero Mosque'') near the World Trade Center site,4343,"The financers of the ""Ground Zero Mosque"" have ties to radical Islamic extremists.",24735,there is a connection between the financers of the ground zero mosque and the attacks on 9/11,1,0
570,It is appropriate to build a muslim community center (aka the ''Ground Zero Mosque'') near the World Trade Center site,4343,"The financers of the ""Ground Zero Mosque"" have ties to radical Islamic extremists.",24736,"The ground zero mosque is surrounded in a lot of controversy, due to ties to extremist connections.",1,0
570,It is appropriate to build a muslim community center (aka the ''Ground Zero Mosque'') near the World Trade Center site,4345,The idea of a Muslim mosque near Ground Zero where Muslims killed so many Americans is morally repugnant.,24737,putting a mosque near ground zero is insulting to americans,1,0
570,It is appropriate to build a muslim community center (aka the ''Ground Zero Mosque'') near the World Trade Center site,4345,The idea of a Muslim mosque near Ground Zero where Muslims killed so many Americans is morally repugnant.,24738,Muslim groups back Islamic center near Ground Zero,0,1
570,It is appropriate to build a muslim community center (aka the ''Ground Zero Mosque'') near the World Trade Center site,4347,"Building the ""Ground Zero Mosque"" will endanger New Yorkers because anti-Muslim extremists will target it for an attack. ",24739,Anti-Muslim extremists will target a Ground Zero Mosque,1,0
570,It is appropriate to build a muslim community center (aka the ''Ground Zero Mosque'') near the World Trade Center site,4347,"Building the ""Ground Zero Mosque"" will endanger New Yorkers because anti-Muslim extremists will target it for an attack. ",24740,A Mosque at Ground Zero will encourage anti-Muslim extremists attacks,1,0
571,Teachers should get tenure,4361,The formal dismissal process guaranteed by tenure protects teachers from punitive evaluation systems and premature dismissal.,24741,Tenure is a formal dismissal process which protects teachers from punitive or premature dismissal,1,0
571,Teachers should get tenure,4361,The formal dismissal process guaranteed by tenure protects teachers from punitive evaluation systems and premature dismissal.,24742,Teachers are protected with the formal dismissal process under tenure.,1,0
571,Teachers should get tenure,4375,Tenure lets experienced teachers pick easier assignments and leaves difficult assignments to the least experienced teachers.,24743,Tenure provides a hierachy for experienced teachers in choosing easy or difficult assignments.,1,0
571,Teachers should get tenure,4375,Tenure lets experienced teachers pick easier assignments and leaves difficult assignments to the least experienced teachers.,24744,Less experienced teachers may have more difficult assignments because of the tenure process.,0,1
572,Prescription drugs should be advertised directly to consumers,4378,DTC prescription drug ads inform patients about diseases/medical conditions and possible treatments.,24745,"Patients receive information from DTC about diseases, medical conditions and treatments.",1,0
572,Prescription drugs should be advertised directly to consumers,4378,DTC prescription drug ads inform patients about diseases/medical conditions and possible treatments.,24746,"Information about diseases, medical conditions and treatments come from DTC ",1,0
851,Resources have a negative influence on foreign policy in the Middle East,6918,Oil = Rentier economies = weak internal cohesion,26653,Oil leads to weak internal cohesion and Rentier economies.,1,0
851,Resources have a negative influence on foreign policy in the Middle East,6918,Oil = Rentier economies = weak internal cohesion,26654,Oil-fuelled Rentier economies have weak internal cohesion.,1,0
852,Governments should ban the media from reporting hostage-taking,6927,Can Lead To Wars after sparking hateful sentiment across the board,26655,Reporting on these events can lead to hateful sentiment and ultimately war.,1,0
852,Governments should ban the media from reporting hostage-taking,6927,Can Lead To Wars after sparking hateful sentiment across the board,26656,Secrecy in hostage-taking events could cool passions and prevent war.,1,0
853,Terrorism should not be allowed publicity,6935,Terrorists use our own media to terrify our people and create a climate of fear.,26657,The media is being used by terrorists to spread fear and terror.,1,0
853,Terrorism should not be allowed publicity,6935,Terrorists use our own media to terrify our people and create a climate of fear.,26658,"Terrorists want to cause terror, and the media is crucial to that.",1,0
853,Terrorism should not be allowed publicity,6936,Publicity creates a public forum for terrorist organizations.,26659,"When terrorist events are publicized, terrorists gain a platform.",1,0
853,Terrorism should not be allowed publicity,6936,Publicity creates a public forum for terrorist organizations.,26660,Terrorists ultimately want the public forum publicity creates.,0,1
853,Terrorism should not be allowed publicity,6938,Excessive publicity of terrorist acts corrupt good decision-making by placing undue focus upon terrorism.,26661,Publicity of terrorism garners more attention on it and makes for bad decision making.,1,0
853,Terrorism should not be allowed publicity,6938,Excessive publicity of terrorist acts corrupt good decision-making by placing undue focus upon terrorism.,26662,Too much publicity of terrorism places unnecessary attention on it and effects good decision making.,1,0
853,Terrorism should not be allowed publicity,6940,The oxygen of publicity is a good way to expose terrorism.,26664,Exposing terrorism can be done through publicity.,1,0
853,Terrorism should not be allowed publicity,6940,The oxygen of publicity is a good way to expose terrorism.,26663,A good way to uncover terrorism through the use of publicity.,0,1
853,Terrorism should not be allowed publicity,6944,Censorship of news can have a boomerang effect.,26665,Censorsing news can result in unintended consequencs.,1,0
853,Terrorism should not be allowed publicity,6944,Censorship of news can have a boomerang effect.,26666,The censorship of news can backfire.,1,0
523,Invest in Renewable Technologies rather than Nuclear Power,3868,"Renewables are mostly unproven, experimental technologies being developed on a small-scale basis that is not ready to take up the gap to move away from fossil fuels under climate change agreements",24293,"Mostly unproven, experimental technologies being developed on a small-scale basis that are not ready to take up the gap to move away from fossil fuels under climate change agreements are known as renewables.",1,0
523,Invest in Renewable Technologies rather than Nuclear Power,3868,"Renewables are mostly unproven, experimental technologies being developed on a small-scale basis that is not ready to take up the gap to move away from fossil fuels under climate change agreements",24294,"Mostly unproven, experimental technologies being developed on a small-scale basis that are known as renewables are not  ready to take up the gap the move away from fossil fuels under climate change agreements would create.",1,0
524,Endangered species should be protected,3870,Protecting endangered species protects the interests of humans,24295,The interests of humans are protected when endangered species are protected.,1,0
524,Endangered species should be protected,3870,Protecting endangered species protects the interests of humans,24296,Endangered species protection also protects  the interests of humans.,1,0
524,Endangered species should be protected,3877,Human rights trump those of lower animals,24297,Human rights are more important that the rights of lower animals.,1,0
524,Endangered species should be protected,3877,Human rights trump those of lower animals,24298,The rights of lower animals are trumped by the rights of humans.,1,0
525,Community radio is good for democracy,3878,Community radio gives voices to the people rather than imposing those of the powerful.,24299,People are given voice through community radio versus the voice of the powerful being imposed .,1,0
525,Community radio is good for democracy,3878,Community radio gives voices to the people rather than imposing those of the powerful.,24300,"The voice of those of the powerful being imposed is mitigated via community radio which, instead, gives voice to the people.",1,0
525,Community radio is good for democracy,3880,Community radio evens the playing field against state and corporate broadcasters.,24301,The playing field is evened against state a corporate broadcasters via community radio.,1,0
525,Community radio is good for democracy,3880,Community radio evens the playing field against state and corporate broadcasters.,24302,"The playing field is evened against state a corporate broadcasters when there is community radio,.",1,0
525,Community radio is good for democracy,3881,Community radio just gives a megaphone to extremists.,24303,The ideals behind community radio are ruined by extremists.,1,0
525,Community radio is good for democracy,3881,Community radio just gives a megaphone to extremists.,24304,Extremists use community radio to spread hate and vitriol.,0,1
527,Tennessee is correct to protect teachers who wish to explore the merits of creationism,3891,Freedom of speech should apply to teachers as much as anyone else,24307,Everyone has the right to free speech including teachers.,1,0
527,Tennessee is correct to protect teachers who wish to explore the merits of creationism,3891,Freedom of speech should apply to teachers as much as anyone else,24308,Teachers should have freedom to explore ideas just as much as everyone else.,1,0
593,The United States should maintain its embargo against Cuba,4940,The uncertainty over who will succeed Raúl Castro makes it unwise for the United States to change its policy before a new leader is in place.,25364,"There is no definitive replacement for Raul Castro, which makes it unwise for the US to implement new policies at this time.",1,0
593,The United States should maintain its embargo against Cuba,4940,The uncertainty over who will succeed Raúl Castro makes it unwise for the United States to change its policy before a new leader is in place.,25365,"Until the US knows who will replace Raul Castro, it does not make sense to put new policies in place.",1,0
593,The United States should maintain its embargo against Cuba,4942,Cuba should be subject to sanctions because it is known to have repeatedly supported acts of terrorism.,25366,Cuba is knows to sponsor terrorism so sanctions are appropriate.,1,0
593,The United States should maintain its embargo against Cuba,4942,Cuba should be subject to sanctions because it is known to have repeatedly supported acts of terrorism.,25367,"Because Cuba supports terrorism, it should have sanctions levvied against it.",1,0
593,The United States should maintain its embargo against Cuba,4943,Cuba has not demonstrated a willingness to negotiate in good faith with the United States.,25368,Cuba seems unwilling to negotiate with the US.,1,0
593,The United States should maintain its embargo against Cuba,4943,Cuba has not demonstrated a willingness to negotiate in good faith with the United States.,25369,Cuba seems reluctant to genuinely engage with the US.,1,0
593,The United States should maintain its embargo against Cuba,4944,The embargo should be maintained because open travel is insufficient to promote change in Cuba; many democratic countries already allow travel to Cuba with no results.,25370,The embargo must be upheld as others have allowed open travel with no results.,1,0
593,The United States should maintain its embargo against Cuba,4944,The embargo should be maintained because open travel is insufficient to promote change in Cuba; many democratic countries already allow travel to Cuba with no results.,25371,Open travel to Cuba has not yielded change so the embargo should continue.,1,0
593,The United States should maintain its embargo against Cuba,4945,The United States should end the Cuba embargo because its 50-year policy has failed to achieve its goals.,25372,After 50 years the Cuba embargo has shown no results so the US should end it.,1,0
593,The United States should maintain its embargo against Cuba,4945,The United States should end the Cuba embargo because its 50-year policy has failed to achieve its goals.,25373,The Cuba embargo has failed to achieve its goal after 50 years so the US should end it.,1,0
593,The United States should maintain its embargo against Cuba,4946,The embargo is a relic of Cold War Era thinking and is unnecessary because Cuba does not pose a threat to the United States.,25374,The Cuba embargo is a product of Cold War Era mentality thus obsolete for Cuba is not a threat to the US.,1,0
593,The United States should maintain its embargo against Cuba,4946,The embargo is a relic of Cold War Era thinking and is unnecessary because Cuba does not pose a threat to the United States.,25375,The embargo is outdated as Cuba is not a threat to the US.,0,1
593,The United States should maintain its embargo against Cuba,4948,"The embargo harms the people of Cuba, not the government as intended. ",25376,"The people of Cuba are the victims of the embargo, opposed the intended target of the government.",1,0
593,The United States should maintain its embargo against Cuba,4948,"The embargo harms the people of Cuba, not the government as intended. ",25377,"The casualties of the embargo are the civilians of Cuba, not the government as ideal.",1,0
593,The United States should maintain its embargo against Cuba,4953,"Free trade, not the isolation of an embargo, can promote democracy in Cuba. ",25378,Free trade in lieu of embargo can promote Cuban democracy.,1,0
593,The United States should maintain its embargo against Cuba,4953,"Free trade, not the isolation of an embargo, can promote democracy in Cuba. ",25379,"Instead of embargo, free trade will promote democracy in Cuba.",1,0
83,Gender quotas in the EU are advantageous for the economies of member states,615,More women in the labour market leads to higher GDP,21447,Increasing numbers of women workers due to gender quotas has increased the GDP in many EU countries,1,0
83,Gender quotas in the EU are advantageous for the economies of member states,615,More women in the labour market leads to higher GDP,21448,Gender quotas and increasing numbers of women workers continue to push EU member states' GDPs higher,1,0
83,Gender quotas in the EU are advantageous for the economies of member states,616,Quotas encourage women to pursue education and professional job positions,21449,More women are attending college and entering the professional job market due to gender quotas that are proving economically advantageous for EU member states,1,0
83,Gender quotas in the EU are advantageous for the economies of member states,616,Quotas encourage women to pursue education and professional job positions,21450,Gender quotas are proving to have significant advantages as more women are seeking education and increasing their economic potentials as they enter the job market.,1,0
83,Gender quotas in the EU are advantageous for the economies of member states,617,Quota-led gender equality in executive boards will help shape a gender sensitive and highly performing business environment.,21451,"EU gender quotas have promoted gender equality in executive boards, creating an environment suited to producing high performance results, ultimately benefiting the greater economy of the member state",1,0
83,Gender quotas in the EU are advantageous for the economies of member states,617,Quota-led gender equality in executive boards will help shape a gender sensitive and highly performing business environment.,21452,"Executive boards are becoming more gender-equal, which has helped shape professional cultures that are gender sensitive and performance driven, increasing their overall contribution to the member state's economy",1,0
83,Gender quotas in the EU are advantageous for the economies of member states,618,There is no clear link between gender quota and economic growth,21453,Economic growth is not associated with implementation of gender quotas.,1,0
83,Gender quotas in the EU are advantageous for the economies of member states,618,There is no clear link between gender quota and economic growth,21454,Use of gender quotas has not been found to improve economic growth.,1,0
83,Gender quotas in the EU are advantageous for the economies of member states,619,Public and private institutions should hire people based on skills not gender to achieve positive economic impact,21455,Positive economic impact is only possible if institutions hire people on the basis of skill not gender.,1,0
83,Gender quotas in the EU are advantageous for the economies of member states,619,Public and private institutions should hire people based on skills not gender to achieve positive economic impact,21456,"Institutions should focus on hiring people on the skills they possess, not their gender to ensure a positive economic impact.",1,0
83,Gender quotas in the EU are advantageous for the economies of member states,620,There are other policy options that are less distortive and more advantageous for the economy.,21457,Other policies exist that are more beneficial to the economy than gender quotas.,1,0
83,Gender quotas in the EU are advantageous for the economies of member states,620,There are other policy options that are less distortive and more advantageous for the economy.,21458,"Gender quotas are not the most effective policy for the economy, as others exist that are less detrimental.",0,1
84,Governments should prioritise spending money on youth,622,Spending on youth is best for the economy,21459,Economy growth requires money be spent on the youth and next generation.,1,0
84,Governments should prioritise spending money on youth,622,Spending on youth is best for the economy,21460,Money should be spent on the youth if the economy is to be valued.,1,0
84,Governments should prioritise spending money on youth,625,The government should not prioritise one age group over another,21461,An age group should not be the priority of the goverment.,1,0
84,Governments should prioritise spending money on youth,625,The government should not prioritise one age group over another,21462,It is not acceptable that the goverment favorites and prioritizes an age group.,1,0
266,We must invade and forcibly reunify the Korean peninsula,1961,There is little interest in unification among young people in South Korea,22713,Young People in South Korea are okay with no unity.,2,0
266,We must invade and forcibly reunify the Korean peninsula,1961,There is little interest in unification among young people in South Korea,22714,South Korea's young people don't like the North Korea young.,0,2
268,USA must sign the Ottawa Convention banning landmines,1968,Banning Landmines is a step towards reducing the horror of war,22717,Banning landmines would reduce how many innocent victims there are.,2,0
268,USA must sign the Ottawa Convention banning landmines,1968,Banning Landmines is a step towards reducing the horror of war,22718,Landmines should be banned because they are forgotten about and cause damage even after a war is over.,1,1
269,"We must be a libertarian; right or left, right or wrong",1979,"Libertarians would return society to a state of nature where ‘life is cruel, bloody and short’.",22721,Libertarians want a world where everyone fends for themselves.,2,0
269,"We must be a libertarian; right or left, right or wrong",1979,"Libertarians would return society to a state of nature where ‘life is cruel, bloody and short’.",22722,A libertarian world would be a crueler and darker world than the one we currently live in.,2,0
269,"We must be a libertarian; right or left, right or wrong",1980,"Libertarianism is really a coalition of the unwilling; the fringes of the left and right, happy to criticize but without a single policy on which they can agree ",22723,"Libertarians have no policy ideas, but still want to be able to criticize others. ",2,0
269,"We must be a libertarian; right or left, right or wrong",1980,"Libertarianism is really a coalition of the unwilling; the fringes of the left and right, happy to criticize but without a single policy on which they can agree ",22724,"Libertarianism is a movement led by people who have no ideas on how to fix things, but criticize those that do.",2,0
270,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,1982,The United States has an obligation to protect international stability due to its unique military strength.,22725,The US must protect the international community.,2,0
270,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,1982,The United States has an obligation to protect international stability due to its unique military strength.,22726,The US military is needed to ensure peace.,2,0
39,Users of extremist websites should be punished,295,The internet is an echo chamber that will confirm extremists in their views if not stopped,21122,Extremist should not be allowed to use internet,1,0
39,Users of extremist websites should be punished,295,The internet is an echo chamber that will confirm extremists in their views if not stopped,21121,The use of internet by extremist should be punished,0,1
39,Users of extremist websites should be punished,297,Criminalisation will not stop radicalisation,21123,Radicalisation cannot be stopped by criminalisation,1,0
39,Users of extremist websites should be punished,297,Criminalisation will not stop radicalisation,21124,Extremist should not be allowed to use internet,0,1
39,Users of extremist websites should be punished,298,Criminalisation creates more problems than it solves,21126,Problems are not going to be stopped by criminalisation,1,0
39,Users of extremist websites should be punished,298,Criminalisation creates more problems than it solves,21125,can problems be solved by criminalisation,0,1
40,India’s Ban on the Satanic Verses is justified,301,People have a right to choose their cultural values,21127,Choosing cultural values are the rights of the people.,1,0
40,India’s Ban on the Satanic Verses is justified,301,People have a right to choose their cultural values,21128,The right to cultural values cannot be stopped from the people,0,1
40,India’s Ban on the Satanic Verses is justified,303,Freedom of Speech is a Universal Right,21129,Everyone should be allowed free speech.,1,0
40,India’s Ban on the Satanic Verses is justified,303,Freedom of Speech is a Universal Right,21130,"Free speech is objective, not subjective.",0,1
42,We should fear the power of government over the Internet,313,Internet regulation is necessary to ensure a safe internet,21134,A regulated internet is a safe internet.,1,0
42,We should fear the power of government over the Internet,313,Internet regulation is necessary to ensure a safe internet,21133,Internet regulation is in our best interests.,0,1
43,Religious freedom abroad should be one of the primary foreign policy concerns for any country,318,Religious pluralism creates a more tolerant and peaceful society,21136,Religious pluralism enables a more blended and inclusive society.,1,0
43,Religious freedom abroad should be one of the primary foreign policy concerns for any country,318,Religious pluralism creates a more tolerant and peaceful society,21135,Religious freedom promotes understanding and acceptance.,0,1
8,Proportional representation is necessary.,59,Coalition government is a good thing.,20884,proportional representation insures everyone has a voice,1,0
8,Proportional representation is necessary.,59,Coalition government is a good thing.,20883,fair representation is democratic way,0,1
8,Proportional representation is necessary.,60,PR increases political engagement which benefits society.,20885,people are more involved when things are more fair,2,0
8,Proportional representation is necessary.,60,PR increases political engagement which benefits society.,20886,balanced representation is better for everyone,2,0
8,Proportional representation is necessary.,63,PR creates an unfair balance of power.,20889,Proportional representation gives some groups an unfair advantage.,1,1
8,Proportional representation is necessary.,63,PR creates an unfair balance of power.,20890,Proportional representation does not maintain a fair balance of power.,2,0
8,Proportional representation is necessary.,63,PR creates an unfair balance of power.,20891,Affirmative action has created a reverse of power when it comes to minority groups.,2,0
8,Proportional representation is necessary.,63,PR creates an unfair balance of power.,20892,Hiring bias creates a prejudice workplace.,1,1
8,Proportional representation is necessary.,64,PR decreases political engagement.,20893,Proportional representation makes people less interested in politics.,2,0
8,Proportional representation is necessary.,64,PR decreases political engagement.,20894,Proportional representation makes people less likely to engage politically.,1,1
