claim,perspective,sup,und,ns,suporting (scaled),undermining (scaled),not sure (scaled),P_i ,Total ,id,source,title
392,2912,3,0,0,3.0,0.0,0.0,1.0,3,392,idebate,Attorney-client privilege should be abolished
343,2556,0,3,0,0.0,3.0,0.0,1.0,3,343,idebate,We must limit anonymous contributions from corporations and individuals to super PACs
343,2552,3,0,0,3.0,0.0,0.0,1.0,3,343,idebate,We must limit anonymous contributions from corporations and individuals to super PACs
343,2550,3,0,0,3.0,0.0,0.0,1.0,3,343,idebate,We must limit anonymous contributions from corporations and individuals to super PACs
344,2560,4,0,0,3.0,0.0,0.0,1.0,4,344,idebate,Governments should lower the voting age to 16
344,2562,0,4,0,0.0,3.0,0.0,1.0,4,344,idebate,Governments should lower the voting age to 16
344,2564,0,4,0,0.0,3.0,0.0,1.0,4,344,idebate,Governments should lower the voting age to 16
344,2558,4,0,0,3.0,0.0,0.0,1.0,4,344,idebate,Governments should lower the voting age to 16
344,2561,4,0,0,3.0,0.0,0.0,1.0,4,344,idebate,Governments should lower the voting age to 16
345,2570,0,4,0,0.0,3.0,0.0,1.0,4,345,idebate,We must have a criminal DNA database
345,2567,4,0,0,3.0,0.0,0.0,1.0,4,345,idebate,We must have a criminal DNA database
345,2569,0,4,0,0.0,3.0,0.0,1.0,4,345,idebate,We must have a criminal DNA database
345,2566,4,0,0,3.0,0.0,0.0,1.0,4,345,idebate,We must have a criminal DNA database
345,2568,4,0,0,3.0,0.0,0.0,1.0,4,345,idebate,We must have a criminal DNA database
393,2922,3,0,0,3.0,0.0,0.0,1.0,3,393,idebate,Arming the police is a good idea
393,2927,0,3,0,0.0,3.0,0.0,1.0,3,393,idebate,Arming the police is a good idea
393,2923,3,0,0,3.0,0.0,0.0,1.0,3,393,idebate,Arming the police is a good idea
393,2921,3,0,0,3.0,0.0,0.0,1.0,3,393,idebate,Arming the police is a good idea
393,2925,0,3,0,0.0,3.0,0.0,1.0,3,393,idebate,Arming the police is a good idea
216,1604,0,4,0,0.0,3.0,0.0,1.0,4,216,idebate,We should limit the right to bear arms
216,1603,4,0,0,3.0,0.0,0.0,1.0,4,216,idebate,We should limit the right to bear arms
216,1605,0,4,0,0.0,3.0,0.0,1.0,4,216,idebate,We should limit the right to bear arms
216,1607,1,3,0,0.75,2.25,0.0,0.4375,4,216,idebate,We should limit the right to bear arms
216,1602,3,0,1,2.25,0.0,0.75,0.4375,4,216,idebate,We should limit the right to bear arms
216,1606,0,3,1,0.0,2.25,0.75,0.4375,4,216,idebate,We should limit the right to bear arms
216,1600,3,0,1,2.25,0.0,0.75,0.4375,4,216,idebate,We should limit the right to bear arms
217,1608,4,0,0,3.0,0.0,0.0,1.0,4,217,idebate,We must disband NATO
217,1610,4,0,0,3.0,0.0,0.0,1.0,4,217,idebate,We must disband NATO
217,1613,0,4,0,0.0,3.0,0.0,1.0,4,217,idebate,We must disband NATO
217,1615,1,3,0,0.75,2.25,0.0,0.4375,4,217,idebate,We must disband NATO
217,1611,3,1,0,2.25,0.75,0.0,0.4375,4,217,idebate,We must disband NATO
217,1612,1,3,0,0.75,2.25,0.0,0.4375,4,217,idebate,We must disband NATO
394,2931,0,3,0,0.0,3.0,0.0,1.0,3,394,idebate,Place Cameras in Courtrooms to Televise Court Cases
395,2935,3,0,0,3.0,0.0,0.0,1.0,3,395,idebate,The United Nations has a responsibility to protect.
395,2940,0,3,0,0.0,3.0,0.0,1.0,3,395,idebate,The United Nations has a responsibility to protect.
395,2936,3,0,0,3.0,0.0,0.0,1.0,3,395,idebate,The United Nations has a responsibility to protect.
395,2937,3,0,0,3.0,0.0,0.0,1.0,3,395,idebate,The United Nations has a responsibility to protect.
536,3948,5,0,0,3.0,0.0,0.0,1.0,5,536,idebate,Penalise religious hate speech
536,3952,0,5,0,0.0,3.0,0.0,1.0,5,536,idebate,Penalise religious hate speech
536,3950,0,5,0,0.0,3.0,0.0,1.0,5,536,idebate,Penalise religious hate speech
536,3949,4,1,0,2.4,0.6,0.0,0.52,5,536,idebate,Penalise religious hate speech
537,3953,4,0,0,3.0,0.0,0.0,1.0,4,537,idebate,Allow celebrities to switch off the limelight
537,3957,0,3,1,0.0,2.25,0.75,0.4375,4,537,idebate,Allow celebrities to switch off the limelight
537,3956,1,3,0,0.75,2.25,0.0,0.4375,4,537,idebate,Allow celebrities to switch off the limelight
537,3958,0,3,1,0.0,2.25,0.75,0.4375,4,537,idebate,Allow celebrities to switch off the limelight
537,3959,1,3,0,0.75,2.25,0.0,0.4375,4,537,idebate,Allow celebrities to switch off the limelight
538,3962,0,0,2,0.0,0.0,3.0,1.0,2,538,idebate,Defending the enemies of one's nation is legitimate free speech
538,3963,0,0,2,0.0,0.0,3.0,1.0,2,538,idebate,Defending the enemies of one's nation is legitimate free speech
538,3960,0,2,0,0.0,3.0,0.0,1.0,2,538,idebate,Defending the enemies of one's nation is legitimate free speech
338,2517,3,0,0,3.0,0.0,0.0,1.0,3,338,idebate,The best way to protect Scottish interests in the EU is to vote for independence
339,2525,0,3,0,0.0,3.0,0.0,1.0,3,339,idebate,Turkey is not a democracy
340,2532,3,0,0,3.0,0.0,0.0,1.0,3,340,idebate,NATO has succeeded in Afghanistan
340,2533,0,3,0,0.0,3.0,0.0,1.0,3,340,idebate,NATO has succeeded in Afghanistan
340,2535,0,3,0,0.0,3.0,0.0,1.0,3,340,idebate,NATO has succeeded in Afghanistan
340,2536,0,3,0,0.0,3.0,0.0,1.0,3,340,idebate,NATO has succeeded in Afghanistan
340,2534,0,3,0,0.0,3.0,0.0,1.0,3,340,idebate,NATO has succeeded in Afghanistan
340,2530,3,0,0,3.0,0.0,0.0,1.0,3,340,idebate,NATO has succeeded in Afghanistan
340,2529,3,0,0,3.0,0.0,0.0,1.0,3,340,idebate,NATO has succeeded in Afghanistan
341,2541,0,3,0,0.0,3.0,0.0,1.0,3,341,idebate,France is right to intervene in Mali
341,2542,0,3,0,0.0,3.0,0.0,1.0,3,341,idebate,France is right to intervene in Mali
341,2537,3,0,0,3.0,0.0,0.0,1.0,3,341,idebate,France is right to intervene in Mali
341,2539,3,0,0,3.0,0.0,0.0,1.0,3,341,idebate,France is right to intervene in Mali
519,3841,3,0,0,3.0,0.0,0.0,1.0,3,519,idebate,Ban the use of animals as objects of sport and entertainment
519,3844,3,0,0,3.0,0.0,0.0,1.0,3,519,idebate,Ban the use of animals as objects of sport and entertainment
519,3842,3,0,0,3.0,0.0,0.0,1.0,3,519,idebate,Ban the use of animals as objects of sport and entertainment
519,3843,3,0,0,3.0,0.0,0.0,1.0,3,519,idebate,Ban the use of animals as objects of sport and entertainment
520,3851,0,3,0,0.0,3.0,0.0,1.0,3,520,idebate,Build hydroelectric dams
520,3852,0,3,0,0.0,3.0,0.0,1.0,3,520,idebate,Build hydroelectric dams
520,3850,0,3,0,0.0,3.0,0.0,1.0,3,520,idebate,Build hydroelectric dams
520,3849,3,0,0,3.0,0.0,0.0,1.0,3,520,idebate,Build hydroelectric dams
520,3848,3,0,0,3.0,0.0,0.0,1.0,3,520,idebate,Build hydroelectric dams
520,3847,3,0,0,3.0,0.0,0.0,1.0,3,520,idebate,Build hydroelectric dams
521,3855,4,0,0,3.0,0.0,0.0,1.0,4,521,idebate,Wind power should be a primary focus of future energy supply.
521,3857,0,4,0,0.0,3.0,0.0,1.0,4,521,idebate,Wind power should be a primary focus of future energy supply.
521,3854,4,0,0,3.0,0.0,0.0,1.0,4,521,idebate,Wind power should be a primary focus of future energy supply.
521,3858,0,4,0,0.0,3.0,0.0,1.0,4,521,idebate,Wind power should be a primary focus of future energy supply.
521,3853,4,0,0,3.0,0.0,0.0,1.0,4,521,idebate,Wind power should be a primary focus of future energy supply.
521,3856,0,4,0,0.0,3.0,0.0,1.0,4,521,idebate,Wind power should be a primary focus of future energy supply.
522,3861,0,3,0,0.0,3.0,0.0,1.0,3,522,idebate,Store nuclear waste underground
522,3860,3,0,0,3.0,0.0,0.0,1.0,3,522,idebate,Store nuclear waste underground
524,3877,0,5,0,0.0,3.0,0.0,1.0,5,524,idebate,Endangered species should be protected
524,3870,4,1,0,2.4,0.6,0.0,0.52,5,524,idebate,Endangered species should be protected
524,3876,0,4,1,0.0,2.4,0.6,0.52,5,524,idebate,Endangered species should be protected
524,3873,4,1,0,2.4,0.6,0.0,0.52,5,524,idebate,Endangered species should be protected
524,3874,1,4,0,0.6,2.4,0.0,0.52,5,524,idebate,Endangered species should be protected
525,3878,4,0,0,3.0,0.0,0.0,1.0,4,525,idebate,Community radio is good for democracy
525,3881,0,4,0,0.0,3.0,0.0,1.0,4,525,idebate,Community radio is good for democracy
525,3883,1,3,0,0.75,2.25,0.0,0.4375,4,525,idebate,Community radio is good for democracy
525,3880,3,1,0,2.25,0.75,0.0,0.4375,4,525,idebate,Community radio is good for democracy
598,5017,0,3,0,0.0,3.0,0.0,1.0,3,598,procon,School vouchers should be encouraged
598,5016,0,3,0,0.0,3.0,0.0,1.0,3,598,procon,School vouchers should be encouraged
598,5011,3,0,0,3.0,0.0,0.0,1.0,3,598,procon,School vouchers should be encouraged
598,5012,3,0,0,3.0,0.0,0.0,1.0,3,598,procon,School vouchers should be encouraged
598,5013,3,0,0,3.0,0.0,0.0,1.0,3,598,procon,School vouchers should be encouraged
598,5014,0,3,0,0.0,3.0,0.0,1.0,3,598,procon,School vouchers should be encouraged
598,5010,3,0,0,3.0,0.0,0.0,1.0,3,598,procon,School vouchers should be encouraged
598,5015,0,3,0,0.0,3.0,0.0,1.0,3,598,procon,School vouchers should be encouraged
846,6854,0,0,3,0.0,0.0,3.0,1.0,3,846,debatewise,Britain should adopt Sharia law
846,6868,0,3,0,0.0,3.0,0.0,1.0,3,846,debatewise,Britain should adopt Sharia law
846,6861,0,3,0,0.0,3.0,0.0,1.0,3,846,debatewise,Britain should adopt Sharia law
846,6857,3,0,0,3.0,0.0,0.0,1.0,3,846,debatewise,Britain should adopt Sharia law
846,6862,0,3,0,0.0,3.0,0.0,1.0,3,846,debatewise,Britain should adopt Sharia law
846,6859,3,0,0,3.0,0.0,0.0,1.0,3,846,debatewise,Britain should adopt Sharia law
846,6867,0,3,0,0.0,3.0,0.0,1.0,3,846,debatewise,Britain should adopt Sharia law
846,6864,0,3,0,0.0,3.0,0.0,1.0,3,846,debatewise,Britain should adopt Sharia law
811,6528,0,0,2,0.0,0.0,3.0,1.0,2,811,debatewise,Individuals have a moral obligation to assist people in need
811,6525,0,2,0,0.0,3.0,0.0,1.0,2,811,debatewise,Individuals have a moral obligation to assist people in need
811,6529,0,2,0,0.0,3.0,0.0,1.0,2,811,debatewise,Individuals have a moral obligation to assist people in need
811,6526,2,0,0,3.0,0.0,0.0,1.0,2,811,debatewise,Individuals have a moral obligation to assist people in need
782,6370,3,0,0,3.0,0.0,0.0,1.0,3,782,debatewise,Representative Democracy Is a Better Form of Government Than Direct Democracy
748,6160,0,3,0,0.0,3.0,0.0,1.0,3,748,debatewise,The use of mobile phones has lowered active social life and has become an addiction
748,6157,3,0,0,3.0,0.0,0.0,1.0,3,748,debatewise,The use of mobile phones has lowered active social life and has become an addiction
748,6158,0,0,3,0.0,0.0,3.0,1.0,3,748,debatewise,The use of mobile phones has lowered active social life and has become an addiction
748,6162,0,0,3,0.0,0.0,3.0,1.0,3,748,debatewise,The use of mobile phones has lowered active social life and has become an addiction
748,6161,0,3,0,0.0,3.0,0.0,1.0,3,748,debatewise,The use of mobile phones has lowered active social life and has become an addiction
766,6278,4,0,0,3.0,0.0,0.0,1.0,4,766,debatewise,People should be allowed to sell their own organs
766,6280,0,4,0,0.0,3.0,0.0,1.0,4,766,debatewise,People should be allowed to sell their own organs
766,6281,0,3,1,0.0,2.25,0.75,0.4375,4,766,debatewise,People should be allowed to sell their own organs
766,6279,3,0,1,2.25,0.0,0.75,0.4375,4,766,debatewise,People should be allowed to sell their own organs
678,5636,3,0,0,3.0,0.0,0.0,1.0,3,678,debatewise,Terrorists should be subject to the Geneva Conventions
678,5638,3,0,0,3.0,0.0,0.0,1.0,3,678,debatewise,Terrorists should be subject to the Geneva Conventions
678,5640,0,3,0,0.0,3.0,0.0,1.0,3,678,debatewise,Terrorists should be subject to the Geneva Conventions
678,5642,0,3,0,0.0,3.0,0.0,1.0,3,678,debatewise,Terrorists should be subject to the Geneva Conventions
678,5641,0,3,0,0.0,3.0,0.0,1.0,3,678,debatewise,Terrorists should be subject to the Geneva Conventions
703,5835,3,0,0,3.0,0.0,0.0,1.0,3,703,debatewise,Cheap Flights Do more Harm Than Good
703,5836,3,0,0,3.0,0.0,0.0,1.0,3,703,debatewise,Cheap Flights Do more Harm Than Good
703,5837,3,0,0,3.0,0.0,0.0,1.0,3,703,debatewise,Cheap Flights Do more Harm Than Good
659,5475,4,0,0,3.0,0.0,0.0,1.0,4,659,debatewise,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children
659,5481,4,0,0,3.0,0.0,0.0,1.0,4,659,debatewise,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children
659,5479,0,0,4,0.0,0.0,3.0,1.0,4,659,debatewise,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children
659,5483,4,0,0,3.0,0.0,0.0,1.0,4,659,debatewise,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children
659,5480,0,0,4,0.0,0.0,3.0,1.0,4,659,debatewise,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children
659,5484,0,1,3,0.0,0.75,2.25,0.4375,4,659,debatewise,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children
659,5485,0,3,1,0.0,2.25,0.75,0.4375,4,659,debatewise,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children
659,5476,3,1,0,2.25,0.75,0.0,0.4375,4,659,debatewise,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children
659,5478,1,0,3,0.75,0.0,2.25,0.4375,4,659,debatewise,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children
659,5482,1,0,3,0.75,0.0,2.25,0.4375,4,659,debatewise,Less time outdoors is severely detrimental to the physical and emotional wellbeing of children
662,5504,0,3,0,0.0,3.0,0.0,1.0,3,662,debatewise,Children should be allowed to have facebook accounts
662,5495,0,0,3,0.0,0.0,3.0,1.0,3,662,debatewise,Children should be allowed to have facebook accounts
662,5499,3,0,0,3.0,0.0,0.0,1.0,3,662,debatewise,Children should be allowed to have facebook accounts
662,5505,0,3,0,0.0,3.0,0.0,1.0,3,662,debatewise,Children should be allowed to have facebook accounts
662,5503,0,3,0,0.0,3.0,0.0,1.0,3,662,debatewise,Children should be allowed to have facebook accounts
662,5497,0,0,3,0.0,0.0,3.0,1.0,3,662,debatewise,Children should be allowed to have facebook accounts
662,5500,0,0,3,0.0,0.0,3.0,1.0,3,662,debatewise,Children should be allowed to have facebook accounts
610,5085,4,0,0,3.0,0.0,0.0,1.0,4,610,procon,Corporal punishment be used in K-12 schools.
610,5090,0,4,0,0.0,3.0,0.0,1.0,4,610,procon,Corporal punishment be used in K-12 schools.
610,5087,3,1,0,2.25,0.75,0.0,0.4375,4,610,procon,Corporal punishment be used in K-12 schools.
610,5086,3,1,0,2.25,0.75,0.0,0.4375,4,610,procon,Corporal punishment be used in K-12 schools.
610,5088,1,3,0,0.75,2.25,0.0,0.4375,4,610,procon,Corporal punishment be used in K-12 schools.
610,5089,1,3,0,0.75,2.25,0.0,0.4375,4,610,procon,Corporal punishment be used in K-12 schools.
851,6918,3,0,0,3.0,0.0,0.0,1.0,3,851,debatewise,Resources have a negative influence on foreign policy in the Middle East
854,6951,0,3,0,0.0,3.0,0.0,1.0,3,854,debatewise,Physical Education In Schools Should Be Compulsory
854,6946,3,0,0,3.0,0.0,0.0,1.0,3,854,debatewise,Physical Education In Schools Should Be Compulsory
854,6947,3,0,0,3.0,0.0,0.0,1.0,3,854,debatewise,Physical Education In Schools Should Be Compulsory
854,6949,0,3,0,0.0,3.0,0.0,1.0,3,854,debatewise,Physical Education In Schools Should Be Compulsory
854,6950,0,3,0,0.0,3.0,0.0,1.0,3,854,debatewise,Physical Education In Schools Should Be Compulsory
854,6945,3,0,0,3.0,0.0,0.0,1.0,3,854,debatewise,Physical Education In Schools Should Be Compulsory
743,6122,3,0,0,3.0,0.0,0.0,1.0,3,743,debatewise,National service should be re-introduced
743,6123,3,0,0,3.0,0.0,0.0,1.0,3,743,debatewise,National service should be re-introduced
743,6121,3,0,0,3.0,0.0,0.0,1.0,3,743,debatewise,National service should be re-introduced
743,6125,0,3,0,0.0,3.0,0.0,1.0,3,743,debatewise,National service should be re-introduced
743,6126,0,3,0,0.0,3.0,0.0,1.0,3,743,debatewise,National service should be re-introduced
743,6127,0,3,0,0.0,3.0,0.0,1.0,3,743,debatewise,National service should be re-introduced
743,6128,0,3,0,0.0,3.0,0.0,1.0,3,743,debatewise,National service should be re-introduced
652,5426,0,3,0,0.0,3.0,0.0,1.0,3,652,debatewise,16 year olds should be able to vote at presidental elections
652,5428,0,3,0,0.0,3.0,0.0,1.0,3,652,debatewise,16 year olds should be able to vote at presidental elections
675,5613,0,0,4,0.0,0.0,3.0,1.0,4,675,debatewise,Housewives Are More Responsible Mothers Than Working Women
675,5610,4,0,0,3.0,0.0,0.0,1.0,4,675,debatewise,Housewives Are More Responsible Mothers Than Working Women
839,6793,0,0,4,0.0,0.0,3.0,1.0,4,839,debatewise,Governments Should Pay Compensation For Terrorist Atrocities Carried Out By Their Citizens
839,6794,1,3,0,0.75,2.25,0.0,0.4375,4,839,debatewise,Governments Should Pay Compensation For Terrorist Atrocities Carried Out By Their Citizens
839,6791,1,0,3,0.75,0.0,2.25,0.4375,4,839,debatewise,Governments Should Pay Compensation For Terrorist Atrocities Carried Out By Their Citizens
839,6792,1,0,3,0.75,0.0,2.25,0.4375,4,839,debatewise,Governments Should Pay Compensation For Terrorist Atrocities Carried Out By Their Citizens
839,6795,0,1,3,0.0,0.75,2.25,0.4375,4,839,debatewise,Governments Should Pay Compensation For Terrorist Atrocities Carried Out By Their Citizens
859,7007,0,0,3,0.0,0.0,3.0,1.0,3,859,debatewise,Smoking should be made Illegal
859,7004,3,0,0,3.0,0.0,0.0,1.0,3,859,debatewise,Smoking should be made Illegal
859,7015,0,3,0,0.0,3.0,0.0,1.0,3,859,debatewise,Smoking should be made Illegal
859,7009,3,0,0,3.0,0.0,0.0,1.0,3,859,debatewise,Smoking should be made Illegal
859,7013,0,3,0,0.0,3.0,0.0,1.0,3,859,debatewise,Smoking should be made Illegal
796,6449,3,0,0,3.0,0.0,0.0,1.0,3,796,debatewise,Lack of Parental Guidance Is Mainly Responsible for Children Being Violent and Aggressive in School
984,7880,0,3,0,0.0,3.0,0.0,1.0,3,984,debatewise,Schools are doing enough to prevent illegal drug abuse by teenagers
572,4385,0,4,0,0.0,3.0,0.0,1.0,4,572,procon,Prescription drugs should be advertised directly to consumers
572,4391,0,4,0,0.0,3.0,0.0,1.0,4,572,procon,Prescription drugs should be advertised directly to consumers
572,4388,0,4,0,0.0,3.0,0.0,1.0,4,572,procon,Prescription drugs should be advertised directly to consumers
572,4381,4,0,0,3.0,0.0,0.0,1.0,4,572,procon,Prescription drugs should be advertised directly to consumers
572,4387,1,3,0,0.75,2.25,0.0,0.4375,4,572,procon,Prescription drugs should be advertised directly to consumers
572,4390,1,3,0,0.75,2.25,0.0,0.4375,4,572,procon,Prescription drugs should be advertised directly to consumers
572,4386,1,3,0,0.75,2.25,0.0,0.4375,4,572,procon,Prescription drugs should be advertised directly to consumers
572,4389,0,3,1,0.0,2.25,0.75,0.4375,4,572,procon,Prescription drugs should be advertised directly to consumers
572,4383,3,1,0,2.25,0.75,0.0,0.4375,4,572,procon,Prescription drugs should be advertised directly to consumers
572,4378,3,0,1,2.25,0.0,0.75,0.4375,4,572,procon,Prescription drugs should be advertised directly to consumers
572,4379,3,0,1,2.25,0.0,0.75,0.4375,4,572,procon,Prescription drugs should be advertised directly to consumers
746,6149,0,3,0,0.0,3.0,0.0,1.0,3,746,debatewise,Parents of obese children be prosecuted with neglect
746,6146,0,0,3,0.0,0.0,3.0,1.0,3,746,debatewise,Parents of obese children be prosecuted with neglect
731,6044,3,0,0,3.0,0.0,0.0,1.0,3,731,debatewise,The national curriculum should be scrapped
858,6999,0,0,4,0.0,0.0,3.0,1.0,4,858,debatewise,Remotely Controlled Weapons Systems Should Not Be Used In Combat
858,7000,0,0,4,0.0,0.0,3.0,1.0,4,858,debatewise,Remotely Controlled Weapons Systems Should Not Be Used In Combat
858,7001,1,3,0,0.75,2.25,0.0,0.4375,4,858,debatewise,Remotely Controlled Weapons Systems Should Not Be Used In Combat
858,7002,0,1,3,0.0,0.75,2.25,0.4375,4,858,debatewise,Remotely Controlled Weapons Systems Should Not Be Used In Combat
857,6984,3,0,0,3.0,0.0,0.0,1.0,3,857,debatewise,The UK Should Leave the European Union
857,6989,3,0,0,3.0,0.0,0.0,1.0,3,857,debatewise,The UK Should Leave the European Union
857,6986,0,3,0,0.0,3.0,0.0,1.0,3,857,debatewise,The UK Should Leave the European Union
857,6987,3,0,0,3.0,0.0,0.0,1.0,3,857,debatewise,The UK Should Leave the European Union
981,7867,0,0,3,0.0,0.0,3.0,1.0,3,981,debatewise,The government should provide more money to fund science
680,5653,3,0,0,3.0,0.0,0.0,1.0,3,680,debatewise,Socialism is a failed government subdomain
680,5654,0,0,3,0.0,0.0,3.0,1.0,3,680,debatewise,Socialism is a failed government subdomain
680,5655,0,3,0,0.0,3.0,0.0,1.0,3,680,debatewise,Socialism is a failed government subdomain
824,6615,3,0,0,3.0,0.0,0.0,1.0,3,824,debatewise,Children should be taught politics at school
824,6614,3,0,0,3.0,0.0,0.0,1.0,3,824,debatewise,Children should be taught politics at school
824,6618,0,3,0,0.0,3.0,0.0,1.0,3,824,debatewise,Children should be taught politics at school
824,6617,3,0,0,3.0,0.0,0.0,1.0,3,824,debatewise,Children should be taught politics at school
651,5424,0,3,0,0.0,3.0,0.0,1.0,3,651,debatewise,We should abolish speed cameras
651,5423,0,3,0,0.0,3.0,0.0,1.0,3,651,debatewise,We should abolish speed cameras
651,5414,3,0,0,3.0,0.0,0.0,1.0,3,651,debatewise,We should abolish speed cameras
651,5419,3,0,0,3.0,0.0,0.0,1.0,3,651,debatewise,We should abolish speed cameras
651,5418,3,0,0,3.0,0.0,0.0,1.0,3,651,debatewise,We should abolish speed cameras
651,5420,3,0,0,3.0,0.0,0.0,1.0,3,651,debatewise,We should abolish speed cameras
760,6246,0,3,0,0.0,3.0,0.0,1.0,3,760,debatewise,Adding artificial happy endings to a story completely ruins it
760,6243,3,0,0,3.0,0.0,0.0,1.0,3,760,debatewise,Adding artificial happy endings to a story completely ruins it
760,6245,0,3,0,0.0,3.0,0.0,1.0,3,760,debatewise,Adding artificial happy endings to a story completely ruins it
760,6239,3,0,0,3.0,0.0,0.0,1.0,3,760,debatewise,Adding artificial happy endings to a story completely ruins it
870,7077,3,0,0,3.0,0.0,0.0,1.0,3,870,debatewise,CCTV is a threat to freedom
870,7081,0,0,3,0.0,0.0,3.0,1.0,3,870,debatewise,CCTV is a threat to freedom
870,7080,0,3,0,0.0,3.0,0.0,1.0,3,870,debatewise,CCTV is a threat to freedom
867,7064,0,3,0,0.0,3.0,0.0,1.0,3,867,debatewise,People on job seekers allowance who refuse a job should lose their benefits
867,7067,0,3,0,0.0,3.0,0.0,1.0,3,867,debatewise,People on job seekers allowance who refuse a job should lose their benefits
867,7060,3,0,0,3.0,0.0,0.0,1.0,3,867,debatewise,People on job seekers allowance who refuse a job should lose their benefits
640,5331,0,0,4,0.0,0.0,3.0,1.0,4,640,debatewise,Examinations are a fair way of testing our knowledge
640,5332,0,4,0,0.0,3.0,0.0,1.0,4,640,debatewise,Examinations are a fair way of testing our knowledge
640,5336,0,4,0,0.0,3.0,0.0,1.0,4,640,debatewise,Examinations are a fair way of testing our knowledge
640,5333,0,4,0,0.0,3.0,0.0,1.0,4,640,debatewise,Examinations are a fair way of testing our knowledge
640,5335,0,4,0,0.0,3.0,0.0,1.0,4,640,debatewise,Examinations are a fair way of testing our knowledge
640,5330,4,0,0,3.0,0.0,0.0,1.0,4,640,debatewise,Examinations are a fair way of testing our knowledge
640,5334,0,3,1,0.0,2.25,0.75,0.4375,4,640,debatewise,Examinations are a fair way of testing our knowledge
965,7718,0,0,3,0.0,0.0,3.0,1.0,3,965,debatewise,Polygamous Marriage Should Be Recognised
965,7722,0,3,0,0.0,3.0,0.0,1.0,3,965,debatewise,Polygamous Marriage Should Be Recognised
965,7720,0,0,3,0.0,0.0,3.0,1.0,3,965,debatewise,Polygamous Marriage Should Be Recognised
965,7719,0,0,3,0.0,0.0,3.0,1.0,3,965,debatewise,Polygamous Marriage Should Be Recognised
965,7721,0,3,0,0.0,3.0,0.0,1.0,3,965,debatewise,Polygamous Marriage Should Be Recognised
965,7724,0,0,3,0.0,0.0,3.0,1.0,3,965,debatewise,Polygamous Marriage Should Be Recognised
977,7843,3,0,0,3.0,0.0,0.0,1.0,3,977,debatewise,The legal age should be lowered to 16.
878,7111,0,3,0,0.0,3.0,0.0,1.0,3,878,debatewise,Newspapers Are a Thing of the Past
878,7113,0,3,0,0.0,3.0,0.0,1.0,3,878,debatewise,Newspapers Are a Thing of the Past
721,5982,3,0,0,3.0,0.0,0.0,1.0,3,721,debatewise,Only buildings that are historically important should be preserved
721,5980,0,3,0,0.0,3.0,0.0,1.0,3,721,debatewise,Only buildings that are historically important should be preserved
721,5981,3,0,0,3.0,0.0,0.0,1.0,3,721,debatewise,Only buildings that are historically important should be preserved
926,7500,0,0,3,0.0,0.0,3.0,1.0,3,926,debatewise,The agreement between Russia and Great Britain in 1907 was inevitable
926,7496,0,0,3,0.0,0.0,3.0,1.0,3,926,debatewise,The agreement between Russia and Great Britain in 1907 was inevitable
926,7493,0,0,3,0.0,0.0,3.0,1.0,3,926,debatewise,The agreement between Russia and Great Britain in 1907 was inevitable
926,7494,0,0,3,0.0,0.0,3.0,1.0,3,926,debatewise,The agreement between Russia and Great Britain in 1907 was inevitable
962,7694,3,0,0,3.0,0.0,0.0,1.0,3,962,debatewise,Antarctica Should Be Opened Up For Resource Exploitation
962,7696,3,0,0,3.0,0.0,0.0,1.0,3,962,debatewise,Antarctica Should Be Opened Up For Resource Exploitation
903,7228,3,0,0,3.0,0.0,0.0,1.0,3,903,debatewise,We Should Be Concerned About Population Growth
903,7229,3,0,0,3.0,0.0,0.0,1.0,3,903,debatewise,We Should Be Concerned About Population Growth
903,7232,0,3,0,0.0,3.0,0.0,1.0,3,903,debatewise,We Should Be Concerned About Population Growth
594,4965,3,0,0,3.0,0.0,0.0,1.0,3,594,procon,Human activity is primarily responsible for global climate change
594,4978,0,3,0,0.0,3.0,0.0,1.0,3,594,procon,Human activity is primarily responsible for global climate change
594,4980,0,3,0,0.0,3.0,0.0,1.0,3,594,procon,Human activity is primarily responsible for global climate change
594,4961,3,0,0,3.0,0.0,0.0,1.0,3,594,procon,Human activity is primarily responsible for global climate change
594,4983,0,3,0,0.0,3.0,0.0,1.0,3,594,procon,Human activity is primarily responsible for global climate change
594,4981,0,3,0,0.0,3.0,0.0,1.0,3,594,procon,Human activity is primarily responsible for global climate change
773,6324,0,3,0,0.0,3.0,0.0,1.0,3,773,debatewise,Make-up is bad for us
773,6323,3,0,0,3.0,0.0,0.0,1.0,3,773,debatewise,Make-up is bad for us
773,6320,3,0,0,3.0,0.0,0.0,1.0,3,773,debatewise,Make-up is bad for us
629,5213,3,0,0,3.0,0.0,0.0,1.0,3,629,debatewise,All patents should be removed on anti-retroviral drugs to fight AIDS
629,5216,0,3,0,0.0,3.0,0.0,1.0,3,629,debatewise,All patents should be removed on anti-retroviral drugs to fight AIDS
