perspective_id,evidence_id,evidence,perspective,sihao_label,daniel_label,Agreed,Adjudicated
4434,3440,"The two crucial dimensions of the topic of introducing universal health care are morality and the affordability. Paragraph 1 of Article 25 of the Universal Declaration of Human Rights states the following: “Everyone has the right to a standard of living adequate for the health and well-being of himself and of his family, including food, clothing, housing and medical care and necessary social services, and the right to security in the event of unemployment, sickness, disability, widowhood, old age or other lack of livelihood in circumstances beyond his control.” Analyzing the text, we see that medical care, in so far, as it provides adequate health and well-being is considered a human right by the international community. In addition, it also states, that this right extends also to periods of unemployment, sickness, disability, and so forth. Despite this, why should we consider health care a human right? Because health is an essential prerequisite for a functional individual – one that is capable of free expression for instance – and a functional society – one capable of holding elections, not hampered by communicable diseases, to point to just one example. Universal health care provided by the state to all its citizens is the only form of health care that can provide what is outlined in the Declaration. In the US the only conditions truly universally covered are medical emergencies. Additionally, programs such as Medicaid and Medicare do the same, yet again, only for certain parts of the population, not really providing the necessary care for the entire society. Further, the current system of health care actively removes health insurance from the unemployed, since most (61%) of Americans are insured through their employers – thus not respecting the provision that demands care also in the case of unemployment. In a word: yes. Given the incredible cost of modern and sophisticated medical care – a colonoscopy can cost more than 3000 dollars – in practice, those who are not insured are also not treated.",Providing a right to health care could raise taxes.,N,N,Yes1,N
3444,3441,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",Universal healthcare systems are inefficient,S,S,Yes1,S
3446,3441,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",Universal healthcare stifles innovation,N,N,Yes1,N
3445,3441,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",Universal healthcare is not affordable,S,S,Yes1,S
3443,3441,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",Healthcare has been recognised as a right,N,N,Yes1,N
4424,3441,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",A right to health care could improve public health.,N,N,Yes1,N
4439,3441,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",A right to health care could cause people to overuse health care resources.,N,N,Yes1,N
2540,3441,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",French interests,N,N,Yes1,N
4419,3441,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",Instituting a right to health care could lower the cost of health care in the United States.,N,N,Yes1,N
3445,3442,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Universal healthcare is not affordable,S,S,Yes1,S
3446,3442,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Universal healthcare stifles innovation,N,N,Yes1,N
5386,3442,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.","the recession will go, our public transport will remain",N,N,Yes1,N
7908,3442,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Federer is the Greatest EVER!,N,N,Yes1,N
7909,3442,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Rod Laver is without doubt the greatest ever!,N,N,Yes1,N
3579,3442,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Social Policy for satisfied teachers,N,N,Yes1,N
4433,3442,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Implementing a right to health care could lead the United States towards socialism.,N,N,Yes1,N
3576,3442,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Social Policy: encouraging teaching careers,N,N,Yes1,N
3446,3443,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",Universal healthcare stifles innovation,N,S,No1,N
467,3443,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",Advertising helps us choose between different goods.,N,N,Yes1,N
3173,3443,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",UN decision-making procedures are very inefficient.,N,N,Yes1,N
4428,3443,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",A right to health care could stop medical bankruptcies.,N,N,Yes1,N
4419,3443,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",Instituting a right to health care could lower the cost of health care in the United States.,N,N,Yes1,N
4440,3443,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.","People should pay for their own health care, not have it given to them by the government. ",N,N,Yes1,N
3558,3443,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",How sustainable?,N,N,Yes1,N
4437,3443,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",A right to health care could lower the quality and availability of disease screening and treatment.,N,N,Yes1,N
4570,4564,"Animals are sentient beings that have emotions and social connections. Scientific studies show that cattle, pigs, chickens, and all warm-blooded animals can experience stress, pain, and fear. In the United States about 35 million cows, 115 million pigs, and 9 billion birds are killed for food each year. These animals should not have to die to satisfy an unnecessary dietary preference.",It is cruel and unethical to kill animals for food when vegetarian options are available.,S,S,Yes1,S
5510,4564,"Animals are sentient beings that have emotions and social connections. Scientific studies show that cattle, pigs, chickens, and all warm-blooded animals can experience stress, pain, and fear. In the United States about 35 million cows, 115 million pigs, and 9 billion birds are killed for food each year. These animals should not have to die to satisfy an unnecessary dietary preference.",Wild Animals Are Not Domesticated,N,N,Yes1,N
5507,4564,"Animals are sentient beings that have emotions and social connections. Scientific studies show that cattle, pigs, chickens, and all warm-blooded animals can experience stress, pain, and fear. In the United States about 35 million cows, 115 million pigs, and 9 billion birds are killed for food each year. These animals should not have to die to satisfy an unnecessary dietary preference.",Human understanding can help animals,N,N,Yes1,N
5514,4564,"Animals are sentient beings that have emotions and social connections. Scientific studies show that cattle, pigs, chickens, and all warm-blooded animals can experience stress, pain, and fear. In the United States about 35 million cows, 115 million pigs, and 9 billion birds are killed for food each year. These animals should not have to die to satisfy an unnecessary dietary preference.",Animals should be left in the wild,S,N,No1,S
5855,4564,"Animals are sentient beings that have emotions and social connections. Scientific studies show that cattle, pigs, chickens, and all warm-blooded animals can experience stress, pain, and fear. In the United States about 35 million cows, 115 million pigs, and 9 billion birds are killed for food each year. These animals should not have to die to satisfy an unnecessary dietary preference.",Animals have no interest in privacy,N,N,Yes1,N
4541,4564,"Animals are sentient beings that have emotions and social connections. Scientific studies show that cattle, pigs, chickens, and all warm-blooded animals can experience stress, pain, and fear. In the United States about 35 million cows, 115 million pigs, and 9 billion birds are killed for food each year. These animals should not have to die to satisfy an unnecessary dietary preference.",Religious traditions allow for human dominion over animals.,N,N,Yes1,N
4534,4564,"Animals are sentient beings that have emotions and social connections. Scientific studies show that cattle, pigs, chickens, and all warm-blooded animals can experience stress, pain, and fear. In the United States about 35 million cows, 115 million pigs, and 9 billion birds are killed for food each year. These animals should not have to die to satisfy an unnecessary dietary preference.",Animals themselves benefit from the results of animal testing.,N,N,Yes1,N
4537,4564,"Animals are sentient beings that have emotions and social connections. Scientific studies show that cattle, pigs, chickens, and all warm-blooded animals can experience stress, pain, and fear. In the United States about 35 million cows, 115 million pigs, and 9 billion birds are killed for food each year. These animals should not have to die to satisfy an unnecessary dietary preference.","Animal researchers treat animals humanely, both for the animals' sake and to ensure reliable test results.",N,N,Yes1,N
4571,4565,"Humans do not have the large mouth or long, pointed teeth of carnivores. Human teeth are short and flat for chewing fibrous food. Carnivores have short intestines (3-6 times body length) while human intestines are long (10-11 times body length) to allow slower digestion of plant foods. The liver of a carnivore can detoxify the excess vitamin A absorbed from a meat-based diet. The human liver cannot detoxify excess vitamin A.",Human anatomy has evolved to support a primarily vegetarian diet.,S,S,Yes1,S
7701,4565,"Humans do not have the large mouth or long, pointed teeth of carnivores. Human teeth are short and flat for chewing fibrous food. Carnivores have short intestines (3-6 times body length) while human intestines are long (10-11 times body length) to allow slower digestion of plant foods. The liver of a carnivore can detoxify the excess vitamin A absorbed from a meat-based diet. The human liver cannot detoxify excess vitamin A.",Humans need meat in their diet,N,N,Yes1,N
7700,4565,"Humans do not have the large mouth or long, pointed teeth of carnivores. Human teeth are short and flat for chewing fibrous food. Carnivores have short intestines (3-6 times body length) while human intestines are long (10-11 times body length) to allow slower digestion of plant foods. The liver of a carnivore can detoxify the excess vitamin A absorbed from a meat-based diet. The human liver cannot detoxify excess vitamin A.","Animals are below humans, therefore humans can eat them",N,N,Yes1,N
7705,4565,"Humans do not have the large mouth or long, pointed teeth of carnivores. Human teeth are short and flat for chewing fibrous food. Carnivores have short intestines (3-6 times body length) while human intestines are long (10-11 times body length) to allow slower digestion of plant foods. The liver of a carnivore can detoxify the excess vitamin A absorbed from a meat-based diet. The human liver cannot detoxify excess vitamin A.",We shouldn't eat as muh meat.,N,N,Yes1,N
2315,4565,"Humans do not have the large mouth or long, pointed teeth of carnivores. Human teeth are short and flat for chewing fibrous food. Carnivores have short intestines (3-6 times body length) while human intestines are long (10-11 times body length) to allow slower digestion of plant foods. The liver of a carnivore can detoxify the excess vitamin A absorbed from a meat-based diet. The human liver cannot detoxify excess vitamin A.",Why a flat tax is regressive,N,N,Yes1,N
2310,4565,"Humans do not have the large mouth or long, pointed teeth of carnivores. Human teeth are short and flat for chewing fibrous food. Carnivores have short intestines (3-6 times body length) while human intestines are long (10-11 times body length) to allow slower digestion of plant foods. The liver of a carnivore can detoxify the excess vitamin A absorbed from a meat-based diet. The human liver cannot detoxify excess vitamin A.",Why a flat tax is fairer,N,N,Yes1,N
7708,4565,"Humans do not have the large mouth or long, pointed teeth of carnivores. Human teeth are short and flat for chewing fibrous food. Carnivores have short intestines (3-6 times body length) while human intestines are long (10-11 times body length) to allow slower digestion of plant foods. The liver of a carnivore can detoxify the excess vitamin A absorbed from a meat-based diet. The human liver cannot detoxify excess vitamin A.",vegetarians visit hospitals 22% less often than meat eaters,N,N,Yes1,N
4575,4565,"Humans do not have the large mouth or long, pointed teeth of carnivores. Human teeth are short and flat for chewing fibrous food. Carnivores have short intestines (3-6 times body length) while human intestines are long (10-11 times body length) to allow slower digestion of plant foods. The liver of a carnivore can detoxify the excess vitamin A absorbed from a meat-based diet. The human liver cannot detoxify excess vitamin A.",A vegetarian diet provides a more healthful form of iron than a meat-based diet.,N,N,Yes1,N
4572,4566,"According to the American Dietetic Association, a vegetarian diet can meet protein requirements, provide all the essential amino-acids (the building blocks of protein), and improve health. It can also provide all the necessary vitamins, fats, and minerals, and can improve one’s health. According to the USDA and the Food and Agriculture Organization of the United Nations, meat is not an essential part of a healthy diet.",A vegetarian diet delivers complete nutrition and can provide health benefits.,S,S,Yes1,S
4580,4566,"According to the American Dietetic Association, a vegetarian diet can meet protein requirements, provide all the essential amino-acids (the building blocks of protein), and improve health. It can also provide all the necessary vitamins, fats, and minerals, and can improve one’s health. According to the USDA and the Food and Agriculture Organization of the United Nations, meat is not an essential part of a healthy diet.",A vegetarian diet promotes a healthy weight.,S,N,No1,S
4583,4566,"According to the American Dietetic Association, a vegetarian diet can meet protein requirements, provide all the essential amino-acids (the building blocks of protein), and improve health. It can also provide all the necessary vitamins, fats, and minerals, and can improve one’s health. According to the USDA and the Food and Agriculture Organization of the United Nations, meat is not an essential part of a healthy diet.",A vegetarian diet conserves water.,N,N,Yes1,N
4575,4566,"According to the American Dietetic Association, a vegetarian diet can meet protein requirements, provide all the essential amino-acids (the building blocks of protein), and improve health. It can also provide all the necessary vitamins, fats, and minerals, and can improve one’s health. According to the USDA and the Food and Agriculture Organization of the United Nations, meat is not an essential part of a healthy diet.",A vegetarian diet provides a more healthful form of iron than a meat-based diet.,N,N,Yes1,N
4589,4566,"According to the American Dietetic Association, a vegetarian diet can meet protein requirements, provide all the essential amino-acids (the building blocks of protein), and improve health. It can also provide all the necessary vitamins, fats, and minerals, and can improve one’s health. According to the USDA and the Food and Agriculture Organization of the United Nations, meat is not an essential part of a healthy diet.",A vegetarian diet reduces overuse of antibiotics.,N,N,Yes1,N
7701,4566,"According to the American Dietetic Association, a vegetarian diet can meet protein requirements, provide all the essential amino-acids (the building blocks of protein), and improve health. It can also provide all the necessary vitamins, fats, and minerals, and can improve one’s health. According to the USDA and the Food and Agriculture Organization of the United Nations, meat is not an essential part of a healthy diet.",Humans need meat in their diet,N,N,Yes1,N
4573,4566,"According to the American Dietetic Association, a vegetarian diet can meet protein requirements, provide all the essential amino-acids (the building blocks of protein), and improve health. It can also provide all the necessary vitamins, fats, and minerals, and can improve one’s health. According to the USDA and the Food and Agriculture Organization of the United Nations, meat is not an essential part of a healthy diet.",A vegetarian diet can help alleviate world hunger.,N,N,Yes1,N
2306,4566,"According to the American Dietetic Association, a vegetarian diet can meet protein requirements, provide all the essential amino-acids (the building blocks of protein), and improve health. It can also provide all the necessary vitamins, fats, and minerals, and can improve one’s health. According to the USDA and the Food and Agriculture Organization of the United Nations, meat is not an essential part of a healthy diet.",Being vegetarian reduces risks of food poisoning,N,N,Yes1,N
4573,4567,"Over 10 pounds of plant protein are used to produce one pound of beef protein. If these grains were fed to humans instead of animals, more food would be available for the 925 million people in chronic hunger worldwide. Research from Cornell University found that the grain used to feed US livestock alone could feed 800 million people.",A vegetarian diet can help alleviate world hunger.,S,S,Yes1,S
7700,4567,"Over 10 pounds of plant protein are used to produce one pound of beef protein. If these grains were fed to humans instead of animals, more food would be available for the 925 million people in chronic hunger worldwide. Research from Cornell University found that the grain used to feed US livestock alone could feed 800 million people.","Animals are below humans, therefore humans can eat them",N,N,Yes1,N
4593,4567,"Over 10 pounds of plant protein are used to produce one pound of beef protein. If these grains were fed to humans instead of animals, more food would be available for the 925 million people in chronic hunger worldwide. Research from Cornell University found that the grain used to feed US livestock alone could feed 800 million people.",Meat is the most convenient protein source available.,N,N,Yes1,N
5856,4567,"Over 10 pounds of plant protein are used to produce one pound of beef protein. If these grains were fed to humans instead of animals, more food would be available for the 925 million people in chronic hunger worldwide. Research from Cornell University found that the grain used to feed US livestock alone could feed 800 million people.",Humans benefit from us seeing wildlife documentaries.,N,N,Yes1,N
4541,4567,"Over 10 pounds of plant protein are used to produce one pound of beef protein. If these grains were fed to humans instead of animals, more food would be available for the 925 million people in chronic hunger worldwide. Research from Cornell University found that the grain used to feed US livestock alone could feed 800 million people.",Religious traditions allow for human dominion over animals.,N,N,Yes1,N
351,4567,"Over 10 pounds of plant protein are used to produce one pound of beef protein. If these grains were fed to humans instead of animals, more food would be available for the 925 million people in chronic hunger worldwide. Research from Cornell University found that the grain used to feed US livestock alone could feed 800 million people.",Animal research is only used where other research methods are not suitable,N,N,Yes1,N
4552,4567,"Over 10 pounds of plant protein are used to produce one pound of beef protein. If these grains were fed to humans instead of animals, more food would be available for the 925 million people in chronic hunger worldwide. Research from Cornell University found that the grain used to feed US livestock alone could feed 800 million people.","Animals can suffer like humans do, so it is speciesism to experiment on them while we refrain from experimenting on humans.",N,N,Yes1,N
