,perspective_id,evidence_id,sihao_label,daniel_label,evidence,perspective
134,2135,3439,N,N,"The United States as a whole spends 14% of GDP (total income) on health care. This includes the amount spent by the federal government, state governments, employers and private citizens. Many studies have found that a single-payer system would cut costs enough to allow everyone in the USA to have access to good health care without the nation as a whole spending more than it does at the moment. Medicare, a government-run health care program, has administrative costs of less than 2% of its total budget. The current system of health maintenance organisations (HMOs) has destroyed the doctor-patient relationship and removed patients’ ability to choose between health care providers. Patients find that their doctors are not on their new plan and are forced to leave doctors with whom they have established a trusting relationship. Also, patients must get approval to see specialists and then are allowed to see only selected doctors. Doctors usually can’t spend enough time with patients in the HMO plans. By contrast a universal health system would give patients many more choices. In the current system the employee and the employee’s family often depend on the employer for affordable health insurance. If the worker loses their job, the cost of new health insurance can be high and is often unaffordable. Even with current federal laws making insurance more movable, the costs to the employee are too high. With a single-payer, universal health care system, health insurance would no longer be tied to the employer and employees would not have to consider health insurance as a reason to stay with a given employer. This would also be good for the economy as a whole as it would make the labour market more flexible than it has become in recent years.",Federal States often have persistent losers.
135,4422,3439,S,S,"The United States as a whole spends 14% of GDP (total income) on health care. This includes the amount spent by the federal government, state governments, employers and private citizens. Many studies have found that a single-payer system would cut costs enough to allow everyone in the USA to have access to good health care without the nation as a whole spending more than it does at the moment. Medicare, a government-run health care program, has administrative costs of less than 2% of its total budget. The current system of health maintenance organisations (HMOs) has destroyed the doctor-patient relationship and removed patients’ ability to choose between health care providers. Patients find that their doctors are not on their new plan and are forced to leave doctors with whom they have established a trusting relationship. Also, patients must get approval to see specialists and then are allowed to see only selected doctors. Doctors usually can’t spend enough time with patients in the HMO plans. By contrast a universal health system would give patients many more choices. In the current system the employee and the employee’s family often depend on the employer for affordable health insurance. If the worker loses their job, the cost of new health insurance can be high and is often unaffordable. Even with current federal laws making insurance more movable, the costs to the employee are too high. With a single-payer, universal health care system, health insurance would no longer be tied to the employer and employees would not have to consider health insurance as a reason to stay with a given employer. This would also be good for the economy as a whole as it would make the labour market more flexible than it has become in recent years.",A right to health care could make medical services affordable for everyone. 
136,3443,3440,S,S,"The two crucial dimensions of the topic of introducing universal health care are morality and the affordability. Paragraph 1 of Article 25 of the Universal Declaration of Human Rights states the following: “Everyone has the right to a standard of living adequate for the health and well-being of himself and of his family, including food, clothing, housing and medical care and necessary social services, and the right to security in the event of unemployment, sickness, disability, widowhood, old age or other lack of livelihood in circumstances beyond his control.” Analyzing the text, we see that medical care, in so far, as it provides adequate health and well-being is considered a human right by the international community. In addition, it also states, that this right extends also to periods of unemployment, sickness, disability, and so forth. Despite this, why should we consider health care a human right? Because health is an essential prerequisite for a functional individual – one that is capable of free expression for instance – and a functional society – one capable of holding elections, not hampered by communicable diseases, to point to just one example. Universal health care provided by the state to all its citizens is the only form of health care that can provide what is outlined in the Declaration. In the US the only conditions truly universally covered are medical emergencies. Additionally, programs such as Medicaid and Medicare do the same, yet again, only for certain parts of the population, not really providing the necessary care for the entire society. Further, the current system of health care actively removes health insurance from the unemployed, since most (61%) of Americans are insured through their employers – thus not respecting the provision that demands care also in the case of unemployment. In a word: yes. Given the incredible cost of modern and sophisticated medical care – a colonoscopy can cost more than 3000 dollars – in practice, those who are not insured are also not treated.",Healthcare has been recognised as a right
137,4428,3440,N,N,"The two crucial dimensions of the topic of introducing universal health care are morality and the affordability. Paragraph 1 of Article 25 of the Universal Declaration of Human Rights states the following: “Everyone has the right to a standard of living adequate for the health and well-being of himself and of his family, including food, clothing, housing and medical care and necessary social services, and the right to security in the event of unemployment, sickness, disability, widowhood, old age or other lack of livelihood in circumstances beyond his control.” Analyzing the text, we see that medical care, in so far, as it provides adequate health and well-being is considered a human right by the international community. In addition, it also states, that this right extends also to periods of unemployment, sickness, disability, and so forth. Despite this, why should we consider health care a human right? Because health is an essential prerequisite for a functional individual – one that is capable of free expression for instance – and a functional society – one capable of holding elections, not hampered by communicable diseases, to point to just one example. Universal health care provided by the state to all its citizens is the only form of health care that can provide what is outlined in the Declaration. In the US the only conditions truly universally covered are medical emergencies. Additionally, programs such as Medicaid and Medicare do the same, yet again, only for certain parts of the population, not really providing the necessary care for the entire society. Further, the current system of health care actively removes health insurance from the unemployed, since most (61%) of Americans are insured through their employers – thus not respecting the provision that demands care also in the case of unemployment. In a word: yes. Given the incredible cost of modern and sophisticated medical care – a colonoscopy can cost more than 3000 dollars – in practice, those who are not insured are also not treated.",A right to health care could stop medical bankruptcies. 
138,4422,3440,N,S,"The two crucial dimensions of the topic of introducing universal health care are morality and the affordability. Paragraph 1 of Article 25 of the Universal Declaration of Human Rights states the following: “Everyone has the right to a standard of living adequate for the health and well-being of himself and of his family, including food, clothing, housing and medical care and necessary social services, and the right to security in the event of unemployment, sickness, disability, widowhood, old age or other lack of livelihood in circumstances beyond his control.” Analyzing the text, we see that medical care, in so far, as it provides adequate health and well-being is considered a human right by the international community. In addition, it also states, that this right extends also to periods of unemployment, sickness, disability, and so forth. Despite this, why should we consider health care a human right? Because health is an essential prerequisite for a functional individual – one that is capable of free expression for instance – and a functional society – one capable of holding elections, not hampered by communicable diseases, to point to just one example. Universal health care provided by the state to all its citizens is the only form of health care that can provide what is outlined in the Declaration. In the US the only conditions truly universally covered are medical emergencies. Additionally, programs such as Medicaid and Medicare do the same, yet again, only for certain parts of the population, not really providing the necessary care for the entire society. Further, the current system of health care actively removes health insurance from the unemployed, since most (61%) of Americans are insured through their employers – thus not respecting the provision that demands care also in the case of unemployment. In a word: yes. Given the incredible cost of modern and sophisticated medical care – a colonoscopy can cost more than 3000 dollars – in practice, those who are not insured are also not treated.",A right to health care could make medical services affordable for everyone. 
139,4424,3440,S,S,"The two crucial dimensions of the topic of introducing universal health care are morality and the affordability. Paragraph 1 of Article 25 of the Universal Declaration of Human Rights states the following: “Everyone has the right to a standard of living adequate for the health and well-being of himself and of his family, including food, clothing, housing and medical care and necessary social services, and the right to security in the event of unemployment, sickness, disability, widowhood, old age or other lack of livelihood in circumstances beyond his control.” Analyzing the text, we see that medical care, in so far, as it provides adequate health and well-being is considered a human right by the international community. In addition, it also states, that this right extends also to periods of unemployment, sickness, disability, and so forth. Despite this, why should we consider health care a human right? Because health is an essential prerequisite for a functional individual – one that is capable of free expression for instance – and a functional society – one capable of holding elections, not hampered by communicable diseases, to point to just one example. Universal health care provided by the state to all its citizens is the only form of health care that can provide what is outlined in the Declaration. In the US the only conditions truly universally covered are medical emergencies. Additionally, programs such as Medicaid and Medicare do the same, yet again, only for certain parts of the population, not really providing the necessary care for the entire society. Further, the current system of health care actively removes health insurance from the unemployed, since most (61%) of Americans are insured through their employers – thus not respecting the provision that demands care also in the case of unemployment. In a word: yes. Given the incredible cost of modern and sophisticated medical care – a colonoscopy can cost more than 3000 dollars – in practice, those who are not insured are also not treated.",A right to health care could improve public health. 
140,4439,3440,N,N,"The two crucial dimensions of the topic of introducing universal health care are morality and the affordability. Paragraph 1 of Article 25 of the Universal Declaration of Human Rights states the following: “Everyone has the right to a standard of living adequate for the health and well-being of himself and of his family, including food, clothing, housing and medical care and necessary social services, and the right to security in the event of unemployment, sickness, disability, widowhood, old age or other lack of livelihood in circumstances beyond his control.” Analyzing the text, we see that medical care, in so far, as it provides adequate health and well-being is considered a human right by the international community. In addition, it also states, that this right extends also to periods of unemployment, sickness, disability, and so forth. Despite this, why should we consider health care a human right? Because health is an essential prerequisite for a functional individual – one that is capable of free expression for instance – and a functional society – one capable of holding elections, not hampered by communicable diseases, to point to just one example. Universal health care provided by the state to all its citizens is the only form of health care that can provide what is outlined in the Declaration. In the US the only conditions truly universally covered are medical emergencies. Additionally, programs such as Medicaid and Medicare do the same, yet again, only for certain parts of the population, not really providing the necessary care for the entire society. Further, the current system of health care actively removes health insurance from the unemployed, since most (61%) of Americans are insured through their employers – thus not respecting the provision that demands care also in the case of unemployment. In a word: yes. Given the incredible cost of modern and sophisticated medical care – a colonoscopy can cost more than 3000 dollars – in practice, those who are not insured are also not treated.",A right to health care could cause people to overuse health care resources. 
141,4421,3440,S,S,"The two crucial dimensions of the topic of introducing universal health care are morality and the affordability. Paragraph 1 of Article 25 of the Universal Declaration of Human Rights states the following: “Everyone has the right to a standard of living adequate for the health and well-being of himself and of his family, including food, clothing, housing and medical care and necessary social services, and the right to security in the event of unemployment, sickness, disability, widowhood, old age or other lack of livelihood in circumstances beyond his control.” Analyzing the text, we see that medical care, in so far, as it provides adequate health and well-being is considered a human right by the international community. In addition, it also states, that this right extends also to periods of unemployment, sickness, disability, and so forth. Despite this, why should we consider health care a human right? Because health is an essential prerequisite for a functional individual – one that is capable of free expression for instance – and a functional society – one capable of holding elections, not hampered by communicable diseases, to point to just one example. Universal health care provided by the state to all its citizens is the only form of health care that can provide what is outlined in the Declaration. In the US the only conditions truly universally covered are medical emergencies. Additionally, programs such as Medicaid and Medicare do the same, yet again, only for certain parts of the population, not really providing the necessary care for the entire society. Further, the current system of health care actively removes health insurance from the unemployed, since most (61%) of Americans are insured through their employers – thus not respecting the provision that demands care also in the case of unemployment. In a word: yes. Given the incredible cost of modern and sophisticated medical care – a colonoscopy can cost more than 3000 dollars – in practice, those who are not insured are also not treated.",The right to health care is an internationally recognized human right. 
142,4419,3440,N,N,"The two crucial dimensions of the topic of introducing universal health care are morality and the affordability. Paragraph 1 of Article 25 of the Universal Declaration of Human Rights states the following: “Everyone has the right to a standard of living adequate for the health and well-being of himself and of his family, including food, clothing, housing and medical care and necessary social services, and the right to security in the event of unemployment, sickness, disability, widowhood, old age or other lack of livelihood in circumstances beyond his control.” Analyzing the text, we see that medical care, in so far, as it provides adequate health and well-being is considered a human right by the international community. In addition, it also states, that this right extends also to periods of unemployment, sickness, disability, and so forth. Despite this, why should we consider health care a human right? Because health is an essential prerequisite for a functional individual – one that is capable of free expression for instance – and a functional society – one capable of holding elections, not hampered by communicable diseases, to point to just one example. Universal health care provided by the state to all its citizens is the only form of health care that can provide what is outlined in the Declaration. In the US the only conditions truly universally covered are medical emergencies. Additionally, programs such as Medicaid and Medicare do the same, yet again, only for certain parts of the population, not really providing the necessary care for the entire society. Further, the current system of health care actively removes health insurance from the unemployed, since most (61%) of Americans are insured through their employers – thus not respecting the provision that demands care also in the case of unemployment. In a word: yes. Given the incredible cost of modern and sophisticated medical care – a colonoscopy can cost more than 3000 dollars – in practice, those who are not insured are also not treated.",Instituting a right to health care could lower the cost of health care in the United States. 
143,4434,3440,N,N,"The two crucial dimensions of the topic of introducing universal health care are morality and the affordability. Paragraph 1 of Article 25 of the Universal Declaration of Human Rights states the following: “Everyone has the right to a standard of living adequate for the health and well-being of himself and of his family, including food, clothing, housing and medical care and necessary social services, and the right to security in the event of unemployment, sickness, disability, widowhood, old age or other lack of livelihood in circumstances beyond his control.” Analyzing the text, we see that medical care, in so far, as it provides adequate health and well-being is considered a human right by the international community. In addition, it also states, that this right extends also to periods of unemployment, sickness, disability, and so forth. Despite this, why should we consider health care a human right? Because health is an essential prerequisite for a functional individual – one that is capable of free expression for instance – and a functional society – one capable of holding elections, not hampered by communicable diseases, to point to just one example. Universal health care provided by the state to all its citizens is the only form of health care that can provide what is outlined in the Declaration. In the US the only conditions truly universally covered are medical emergencies. Additionally, programs such as Medicaid and Medicare do the same, yet again, only for certain parts of the population, not really providing the necessary care for the entire society. Further, the current system of health care actively removes health insurance from the unemployed, since most (61%) of Americans are insured through their employers – thus not respecting the provision that demands care also in the case of unemployment. In a word: yes. Given the incredible cost of modern and sophisticated medical care – a colonoscopy can cost more than 3000 dollars – in practice, those who are not insured are also not treated.",Providing a right to health care could raise taxes. 
144,3444,3441,S,S,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",Universal healthcare systems are inefficient
145,3446,3441,N,N,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",Universal healthcare stifles innovation
146,3445,3441,S,S,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",Universal healthcare is not affordable
147,3443,3441,N,N,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",Healthcare has been recognised as a right
148,4424,3441,N,N,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",A right to health care could improve public health. 
149,4439,3441,N,N,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",A right to health care could cause people to overuse health care resources. 
150,2540,3441,N,N,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",French interests
151,4419,3441,N,N,"One of the countries lauded for its universal health care is France. So what has the introduction of universal coverage brought the French? France’s system of single-payer health coverage goes like this: the taxpayers fund a state insurer called Assurance Maladie, so that even patients who cannot afford treatment can get it. Now although, at face value, France spends less on healthcare and achieves better public health metrics (such as infant mortality), it has a big problem. The state insurer has been deep in debt since 1989, which has now reached 15 billion euros. In 2006 in Britain it was reported that almost a million Britons were waiting for admission to hospitals for procedures. In Sweden the lists for heart surgery are 25 weeks long and hip replacements take a year. Very telling is a ruling by the Canadian Supreme Court, another champion of universal health care: “access to a waiting list is not access to health care”.",Instituting a right to health care could lower the cost of health care in the United States. 
152,3445,3442,S,S,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Universal healthcare is not affordable
153,3446,3442,N,N,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Universal healthcare stifles innovation
154,5386,3442,N,N,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.","the recession will go, our public transport will remain"
155,7908,3442,N,N,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Federer is the Greatest EVER!
156,7909,3442,N,N,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Rod Laver is without doubt the greatest ever!
157,3579,3442,N,N,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Social Policy for satisfied teachers
158,4433,3442,N,N,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Implementing a right to health care could lead the United States towards socialism. 
159,3576,3442,N,N,"No policy is created, debated or implemented in a vacuum. The backdrop of implementing universal health coverage now is, unfortunately, the greatest economic downturn of the last 80 years. Although the National Bureau of Economic Research declared the recession to be over, we are not out of the woods yet. With estimates that the cost of this investment might reach 1.5 trillion dollars in the next decade, the answer is a resounding no. Even the Center on Budget and Policy Priorities – a left leaning think tank – opined that the Congress could not come up with the necessary funding to go ahead with the health reform without introducing some very unpopular policies. Given that there are no realistic policies in place to substantially reduce the “riot inducing” US public debt  the time when introducing universal health care affordably and responsibly will seem ever further away.",Social Policy: encouraging teaching careers 
160,3446,3443,N,S,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",Universal healthcare stifles innovation
161,467,3443,N,N,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",Advertising helps us choose between different goods.
162,3173,3443,N,N,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",UN decision-making procedures are very inefficient. 
163,4428,3443,N,N,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",A right to health care could stop medical bankruptcies. 
164,4419,3443,N,N,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.",Instituting a right to health care could lower the cost of health care in the United States. 
165,4440,3443,N,N,"That’s the long and short of it. Medical care is not exception, albeit the situation is a bit more complicated in this case. The US’s current system has a marketplace of different private insurers capable of making individual and often different decisions on how and which procedures they’ll choose to cover. Their decisions are something that helps shape and drive new and different practices in hospitals. A simple example is one of virtual colonoscopies. Without getting into the nitty gritty, they often require follow up procedures, yet are very popular with patients. Some insurers value the first, some the other, but none have the power to force the health care providers to choose one or the other. They’re free to decide for themselves, innovate with guidelines, even new procedures. Those are then communicated back to insurers, influencing them in turn and completing the cycle. What introducing a single-payer universal health coverage would do is introduce a single overwhelming player into this field – the government. Since we have seen how the insurer can often shape the care, what such a monopoly does is opens up the possibility of top-down mandates as to what this care should be. With talk of “comparative effectiveness research”, tasked with finding optimal cost-effective methods of treatment, the process has already begun.","People should pay for their own health care, not have it given to them by the government. "
